[01:03:38.169] [info] [LogGLFWWindow] Resize: width=1023, height=805
[01:03:38.186] [info] [LogGLFWWindow] Resize: width=1021, height=805
[01:03:38.203] [info] [LogGLFWWindow] Resize: width=1020, height=805
[01:03:38.212] [info] [LogGLFWWindow] Resize: width=1019, height=805
[01:03:38.226] [info] [LogGLFWWindow] Resize: width=1018, height=805
[01:03:38.243] [info] [LogGLFWWindow] Resize: width=1016, height=805
[01:03:38.260] [info] [LogGLFWWindow] Resize: width=1015, height=805
[01:03:38.270] [info] [LogGLFWWindow] Resize: width=1013, height=805
[01:03:38.287] [info] [LogGLFWWindow] Resize: width=1011, height=805
[01:03:38.302] [info] [LogGLFWWindow] Resize: width=1009, height=805
[01:03:38.318] [info] [LogGLFWWindow] Resize: width=1006, height=805
[01:03:38.334] [info] [LogGLFWWindow] Resize: width=1005, height=805
[01:03:38.351] [info] [LogGLFWWindow] Resize: width=1002, height=805
[01:03:38.362] [info] [LogGLFWWindow] Resize: width=1000, height=805
[01:03:38.377] [info] [LogGLFWWindow] Resize: width=997, height=805
[01:03:38.394] [info] [LogGLFWWindow] Resize: width=994, height=805
[01:03:38.410] [info] [LogGLFWWindow] Resize: width=991, height=805
[01:03:38.427] [info] [LogGLFWWindow] Resize: width=989, height=805
[01:03:38.437] [info] [LogGLFWWindow] Resize: width=987, height=805
[01:03:38.452] [info] [LogGLFWWindow] Resize: width=986, height=805
[01:03:38.467] [info] [LogGLFWWindow] Resize: width=984, height=805
[01:03:38.494] [info] [LogGLFWWindow] Resize: width=982, height=805
[01:03:38.499] [info] [LogGLFWWindow] Resize: width=978, height=805
[01:03:38.512] [info] [LogGLFWWindow] Resize: width=976, height=805
[01:03:38.526] [info] [LogGLFWWindow] Resize: width=972, height=805
